time,tick,state,pos_x,pos_y,theta,target_x,target_y,dist_to_target,v,omega,fl,fr,min_lidar
45.520,2845,DRIVE,-7.550,-11.022,0.812,-2.830,-0.960,11.114,0.200,0.955,1.578,1.005,0.249
45.600,2850,DRIVE,-7.539,-11.010,0.812,-2.830,-0.960,11.099,0.200,1.044,1.578,1.005,0.248
45.680,2855,DRIVE,-7.528,-10.999,0.812,-2.830,-0.960,11.083,0.200,1.145,1.578,1.005,0.248
45.760,2860,DRIVE,-7.517,-10.987,0.812,-2.830,-0.960,11.068,0.200,1.260,1.578,1.005,0.203
45.840,2865,DRIVE,-7.506,-10.975,0.812,-2.830,-0.960,11.053,0.200,1.390,1.578,1.005,0.201
45.920,2870,DRIVE,-7.495,-10.964,0.812,-2.830,-0.960,11.038,0.200,1.538,1.578,1.005,0.208
46.000,2875,DRIVE,-7.484,-10.952,0.812,-2.830,-0.960,11.023,0.200,1.665,1.578,1.005,0.248
46.080,2880,DRIVE,-7.473,-10.941,0.812,-2.830,-0.960,11.008,0.200,1.756,1.578,1.005,0.247
46.160,2885,DRIVE,-7.462,-10.929,0.812,-2.830,-0.960,10.993,0.200,1.854,1.578,1.005,0.201
46.240,2890,DRIVE,-7.451,-10.917,0.812,-2.830,-0.960,10.977,0.200,1.958,1.578,1.005,0.201
46.320,2895,DRIVE,-7.441,-10.907,0.812,-2.830,-0.960,10.964,0.200,2.054,1.578,1.005,0.212
46.400,2900,DRIVE,-7.431,-10.896,0.812,-2.830,-0.960,10.949,0.200,2.167,1.579,1.005,0.248
46.480,2905,DRIVE,-7.420,-10.884,0.812,-2.830,-0.960,10.934,0.200,2.284,1.579,1.006,0.244
46.560,2910,DRIVE,-7.409,-10.873,0.813,-2.830,-0.960,10.919,0.200,2.402,1.580,1.006,0.201
46.640,2915,DRIVE,-7.398,-10.861,0.813,-2.830,-0.960,10.904,0.200,2.515,1.580,1.006,0.203
46.720,2920,DRIVE,-7.387,-10.850,0.813,-2.830,-0.960,10.889,0.200,2.618,1.580,1.006,0.247
46.800,2925,DRIVE,-7.376,-10.838,0.813,-2.830,-0.960,10.874,0.200,2.704,1.581,1.006,0.247
46.880,2930,DRIVE,-7.365,-10.826,0.813,-2.830,-0.960,10.859,0.200,1.646,1.581,1.006,0.210
46.960,2935,DRIVE,-7.354,-10.815,0.813,-2.830,-0.960,10.844,0.000,2.500,1.581,1.006,0.210
47.040,2940,DRIVE,-7.347,-10.807,0.813,-2.830,-0.960,10.834,0.000,2.500,1.581,1.006,0.207
47.120,2945,DRIVE,-7.343,-10.803,0.813,-2.830,-0.960,10.828,0.000,2.500,1.582,1.006,0.250
47.200,2950,DRIVE,-7.341,-10.802,0.813,-2.830,-0.960,10.826,0.000,2.500,1.582,1.007,0.248
47.280,2955,DRIVE,-7.341,-10.802,0.813,-2.830,-0.960,10.826,0.000,2.500,1.582,1.007,0.207
47.360,2960,DRIVE,-7.341,-10.802,0.813,-2.830,-0.960,10.826,0.000,2.500,1.583,1.007,0.210
47.440,2965,DRIVE,-7.341,-10.802,0.814,-2.830,-0.960,10.826,0.000,2.500,1.583,1.007,0.212
47.520,2970,DRIVE,-7.341,-10.802,0.814,-2.830,-0.960,10.826,0.000,2.500,1.583,1.007,0.249
47.600,2975,DRIVE,-7.341,-10.802,0.814,-2.830,-0.960,10.826,0.000,2.500,1.584,1.007,0.248
47.680,2980,DRIVE,-7.341,-10.802,0.814,-2.830,-0.960,10.826,0.000,2.500,1.584,1.007,0.248
47.760,2985,DRIVE,-7.341,-10.802,0.814,-2.830,-0.960,10.826,0.000,2.500,1.584,1.007,0.203
47.840,2990,DRIVE,-7.341,-10.802,0.814,-2.830,-0.960,10.826,0.000,2.500,1.585,1.008,0.201
47.920,2995,DRIVE,-7.341,-10.802,0.814,-2.830,-0.960,10.826,0.000,2.500,1.585,1.008,0.205
48.000,3000,DRIVE,-7.341,-10.802,0.814,-2.830,-0.960,10.826,0.000,2.500,1.585,1.008,0.247
48.080,3005,DRIVE,-7.341,-10.802,0.814,-2.830,-0.960,10.826,0.000,2.500,1.586,1.008,0.215
48.160,3010,DRIVE,-7.341,-10.802,0.814,-2.830,-0.960,10.826,0.000,2.500,1.586,1.008,0.201
48.240,3015,DRIVE,-7.341,-10.802,0.814,-2.830,-0.960,10.826,0.000,2.500,1.586,1.008,0.201
48.320,3020,DRIVE,-7.341,-10.802,0.815,-2.830,-0.960,10.826,0.000,2.500,1.587,1.008,0.212
48.400,3025,DRIVE,-7.341,-10.802,0.815,-2.830,-0.960,10.826,0.000,2.500,1.587,1.008,0.247
48.480,3030,DRIVE,-7.341,-10.802,0.815,-2.830,-0.960,10.826,0.000,2.500,1.587,1.009,0.248
48.560,3035,DRIVE,-7.341,-10.802,0.815,-2.830,-0.960,10.826,0.000,2.500,1.588,1.009,0.201
48.640,3040,DRIVE,-7.341,-10.802,0.815,-2.830,-0.960,10.826,0.000,2.500,1.588,1.009,0.203
49.280,3080,DRIVE,-7.391,-10.861,1.183,-2.830,-0.960,10.901,0.350,0.118,2.000,1.526,0.211
49.360,3085,DRIVE,-7.391,-10.863,1.289,-2.830,-0.960,10.903,0.350,-0.151,2.000,2.000,0.225
49.440,3090,DRIVE,-7.390,-10.858,1.410,-2.830,-0.960,10.898,0.350,-0.466,2.000,2.000,0.225
49.520,3095,DRIVE,-7.390,-10.852,1.495,-2.830,-0.960,10.892,0.350,-0.713,2.000,2.000,0.217
49.600,3100,DRIVE,-7.390,-10.843,1.632,-2.830,-0.960,10.884,0.200,-1.114,2.000,2.000,0.200
49.680,3105,DRIVE,-7.391,-10.834,1.708,-2.830,-0.960,10.876,0.200,-1.379,2.000,2.000,0.242
49.760,3110,DRIVE,-7.392,-10.825,1.696,-2.830,-0.960,10.868,0.200,-1.396,2.000,2.000,0.289
49.840,3115,DRIVE,-7.393,-10.814,1.645,-2.830,-0.960,10.860,0.200,-1.322,0.483,0.485,0.303
49.920,3120,DRIVE,-7.393,-10.801,1.565,-2.830,-0.960,10.847,0.200,-1.192,0.783,0.782,0.274
50.000,3125,DRIVE,-7.393,-10.785,1.491,-2.830,-0.960,10.832,0.200,-1.079,2.000,2.000,0.325
50.080,3130,DRIVE,-7.390,-10.766,1.409,-2.830,-0.960,10.815,0.350,-0.951,2.000,2.000,0.320
50.160,3135,DRIVE,-7.385,-10.742,1.337,-2.830,-0.960,10.791,0.350,-0.878,2.000,2.000,0.330
50.240,3140,DRIVE,-7.378,-10.715,1.283,-2.830,-0.960,10.763,0.350,-0.407,2.000,2.000,0.341
50.320,3145,DRIVE,-7.369,-10.688,1.255,-2.830,-0.960,10.735,0.350,-0.419,2.000,2.000,0.347
50.400,3150,DRIVE,-7.360,-10.662,1.228,-2.830,-0.960,10.708,0.350,-0.434,2.000,2.000,0.355
50.480,3155,DRIVE,-7.350,-10.636,1.200,-2.830,-0.960,10.680,0.350,-0.452,2.000,2.000,0.357
50.560,3160,DRIVE,-7.340,-10.610,1.172,-2.830,-0.960,10.652,0.350,-0.428,2.000,1.024,0.369
50.640,3165,DRIVE,-7.329,-10.584,1.146,-2.830,-0.960,10.624,0.350,-0.410,2.000,0.965,0.375
50.720,3170,DRIVE,-7.317,-10.559,1.122,-2.830,-0.960,10.596,0.350,-0.402,2.000,0.911,0.380
50.800,3175,DRIVE,-7.304,-10.534,1.099,-2.830,-0.960,10.568,0.350,-0.034,2.000,0.863,0.382
50.880,3180,DRIVE,-7.291,-10.509,1.097,-2.830,-0.960,10.540,0.350,-0.034,2.000,0.834,0.383
50.960,3185,DRIVE,-7.279,-10.484,1.095,-2.830,-0.960,10.512,0.350,-0.035,2.000,0.807,0.392
51.040,3190,DRIVE,-7.266,-10.459,1.092,-2.830,-0.960,10.484,0.350,-0.037,2.000,0.779,0.401
51.120,3195,DRIVE,-7.253,-10.435,1.090,-2.830,-0.960,10.456,0.350,-0.035,2.000,0.752,0.410
51.200,3200,DRIVE,-7.240,-10.410,1.088,-2.830,-0.960,10.428,0.350,-0.034,2.000,0.724,0.410
51.280,3205,DRIVE,-7.227,-10.385,1.086,-2.830,-0.960,10.400,0.350,-0.034,2.000,0.697,0.420
51.360,3210,DRIVE,-7.214,-10.360,1.086,-2.830,-0.960,10.372,0.350,0.098,2.000,0.671,0.437
51.440,3215,DRIVE,-7.201,-10.336,1.092,-2.830,-0.960,10.344,0.350,0.102,2.000,0.650,0.453
51.520,3220,DRIVE,-7.188,-10.311,1.098,-2.830,-0.960,10.317,0.350,0.107,2.000,0.629,0.470
51.600,3225,DRIVE,-7.176,-10.286,1.104,-2.830,-0.960,10.289,0.350,0.112,2.000,0.608,0.492
51.680,3230,DRIVE,-7.163,-10.261,1.111,-2.830,-0.960,10.261,0.350,0.108,2.000,0.587,0.490
51.760,3235,DRIVE,-7.151,-10.236,1.118,-2.830,-0.960,10.233,0.350,0.104,2.000,0.566,0.478
51.840,3240,DRIVE,-7.139,-10.211,1.124,-2.830,-0.960,10.205,0.350,0.101,2.000,0.545,0.384
51.920,3245,DRIVE,-7.127,-10.185,1.130,-2.830,-0.960,10.177,0.350,0.087,2.000,0.524,0.437
52.000,3250,DRIVE,-7.115,-10.160,1.135,-2.830,-0.960,10.149,0.350,0.090,2.000,1.721,0.420
52.080,3255,DRIVE,-7.103,-10.135,1.141,-2.830,-0.960,10.121,0.350,0.094,2.000,1.714,0.403
52.160,3260,DRIVE,-7.092,-10.109,1.147,-2.830,-0.960,10.093,0.350,0.099,2.000,1.707,0.390
52.240,3265,DRIVE,-7.080,-10.084,1.153,-2.830,-0.960,10.065,0.350,0.095,2.000,1.701,0.371
52.320,3270,DRIVE,-7.069,-10.058,1.159,-2.830,-0.960,10.037,0.350,0.091,2.000,1.694,0.261
52.400,3275,DRIVE,-7.058,-10.032,1.164,-2.830,-0.960,10.009,0.350,0.089,2.000,1.687,0.330
52.480,3280,DRIVE,-7.047,-10.007,1.170,-2.830,-0.960,9.981,0.350,0.035,2.000,1.680,0.320
52.560,3285,DRIVE,-7.036,-9.981,1.172,-2.830,-0.960,9.953,0.350,0.036,2.000,1.663,0.304
52.640,3290,DRIVE,-7.025,-9.955,1.174,-2.830,-0.960,9.925,0.350,0.038,2.000,1.647,0.290
52.720,3295,DRIVE,-7.014,-9.929,1.177,-2.830,-0.960,9.897,0.350,0.039,2.000,1.631,0.271
52.800,3300,DRIVE,-7.004,-9.904,1.179,-2.830,-0.960,9.869,0.350,0.038,2.000,1.615,0.255
52.880,3305,DRIVE,-6.993,-9.878,1.181,-2.830,-0.960,9.842,0.350,0.036,2.000,1.599,0.240
52.960,3310,DRIVE,-6.982,-9.852,1.184,-2.830,-0.960,9.814,0.350,0.035,2.000,1.582,0.224
53.040,3315,DRIVE,-6.972,-9.826,1.186,-2.830,-0.960,9.786,0.350,-0.001,2.000,1.566,0.212
53.120,3320,DRIVE,-6.961,-9.800,1.186,-2.830,-0.960,9.758,0.350,-0.001,2.000,1.542,0.204
53.200,3325,DRIVE,-6.951,-9.774,1.186,-2.830,-0.960,9.730,0.350,-0.001,2.000,1.519,0.206
53.280,3330,DRIVE,-6.940,-9.748,1.186,-2.830,-0.960,9.702,0.350,-0.001,2.000,1.496,0.224
53.360,3335,DRIVE,-6.930,-9.722,1.186,-2.830,-0.960,9.674,0.350,-0.001,2.000,1.473,0.222
53.440,3340,DRIVE,-6.919,-9.696,1.186,-2.830,-0.960,9.646,0.350,-0.001,2.000,2.000,0.202
53.520,3345,DRIVE,-6.909,-9.671,1.186,-2.830,-0.960,9.618,0.350,-0.001,2.000,2.000,0.202
53.600,3350,DRIVE,-6.898,-9.645,1.186,-2.830,-0.960,9.590,0.350,-0.011,2.000,2.000,0.200
53.680,3355,DRIVE,-6.888,-9.619,1.185,-2.830,-0.960,9.562,0.350,-0.012,2.000,2.000,0.205
53.760,3360,DRIVE,-6.877,-9.593,1.184,-2.830,-0.960,9.534,0.350,-0.012,2.000,2.000,0.210
53.840,3365,DRIVE,-6.867,-9.567,1.183,-2.830,-0.960,9.507,0.350,-0.013,2.000,2.000,0.200
53.920,3370,DRIVE,-6.856,-9.541,1.183,-2.830,-0.960,9.479,0.350,-0.012,2.000,2.000,0.214
54.000,3375,DRIVE,-6.846,-9.515,1.182,-2.830,-0.960,9.451,0.350,-0.012,2.000,2.000,0.212
54.080,3380,DRIVE,-6.835,-9.489,1.181,-2.830,-0.960,9.423,0.350,-0.011,2.000,2.000,0.241
54.160,3385,DRIVE,-6.824,-9.463,1.180,-2.830,-0.960,9.395,0.350,-0.011,2.000,2.000,0.266
54.240,3390,DRIVE,-6.814,-9.438,1.180,-2.830,-0.960,9.367,0.350,-0.009,2.000,2.000,0.295
54.320,3395,DRIVE,-6.803,-9.412,1.179,-2.830,-0.960,9.339,0.350,-0.009,2.000,2.000,0.322
54.400,3400,DRIVE,-6.792,-9.386,1.179,-2.830,-0.960,9.311,0.350,-0.009,2.000,2.000,0.350
54.480,3405,DRIVE,-6.782,-9.360,1.178,-2.830,-0.960,9.283,0.350,-0.009,2.000,2.000,0.376
54.560,3410,DRIVE,-6.771,-9.334,1.177,-2.830,-0.960,9.255,0.350,-0.009,2.000,2.000,0.401
54.640,3415,DRIVE,-6.760,-9.309,1.177,-2.830,-0.960,9.227,0.350,-0.008,2.000,2.000,0.432
54.720,3420,DRIVE,-6.749,-9.283,1.176,-2.830,-0.960,9.199,0.350,-0.008,2.000,2.000,0.456
54.800,3425,DRIVE,-6.739,-9.257,1.176,-2.830,-0.960,9.172,0.350,-0.003,2.000,2.000,0.483
54.880,3430,DRIVE,-6.728,-9.231,1.176,-2.830,-0.960,9.144,0.350,-0.003,2.000,2.000,0.504
54.960,3435,DRIVE,-6.717,-9.205,1.176,-2.830,-0.960,9.116,0.350,-0.003,2.000,2.000,0.510
55.040,3440,DRIVE,-6.706,-9.180,1.176,-2.830,-0.960,9.088,0.350,-0.003,2.000,2.000,0.532
55.120,3445,DRIVE,-6.696,-9.154,1.175,-2.830,-0.960,9.060,0.350,-0.003,2.000,2.000,0.547
55.200,3450,DRIVE,-6.685,-9.128,1.175,-2.830,-0.960,9.032,0.350,-0.003,2.000,2.000,0.536
55.280,3455,DRIVE,-6.674,-9.102,1.175,-2.830,-0.960,9.004,0.350,-0.003,2.000,2.000,0.524
55.360,3460,DRIVE,-6.663,-9.076,1.175,-2.830,-0.960,8.976,0.350,0.000,2.000,2.000,0.514
55.440,3465,DRIVE,-6.653,-9.051,1.175,-2.830,-0.960,8.948,0.350,0.000,2.000,2.000,0.500
55.520,3470,DRIVE,-6.642,-9.025,1.175,-2.830,-0.960,8.920,0.350,0.000,2.000,2.000,0.497
55.600,3475,DRIVE,-6.631,-8.999,1.175,-2.830,-0.960,8.892,0.350,0.000,2.000,2.000,0.488
55.680,3480,DRIVE,-6.620,-8.973,1.175,-2.830,-0.960,8.864,0.350,0.000,2.000,2.000,0.478
55.760,3485,DRIVE,-6.609,-8.947,1.175,-2.830,-0.960,8.836,0.350,0.000,2.000,2.000,0.465
55.840,3490,DRIVE,-6.599,-8.922,1.175,-2.830,-0.960,8.809,0.350,0.000,2.000,2.000,0.453
55.920,3495,DRIVE,-6.588,-8.896,1.175,-2.830,-0.960,8.781,0.350,0.001,2.000,2.000,0.439
56.000,3500,DRIVE,-6.577,-8.870,1.175,-2.830,-0.960,8.753,0.350,0.001,2.000,2.000,0.426
56.080,3505,DRIVE,-6.566,-8.844,1.175,-2.830,-0.960,8.725,0.350,0.001,2.000,2.000,0.420
56.160,3510,DRIVE,-6.556,-8.818,1.175,-2.830,-0.960,8.697,0.350,0.001,2.000,2.000,0.405
56.240,3515,DRIVE,-6.545,-8.793,1.175,-2.830,-0.960,8.669,0.350,0.001,2.000,2.000,0.391
56.320,3520,DRIVE,-6.534,-8.767,1.176,-2.830,-0.960,8.641,0.350,0.001,2.000,2.000,0.378
56.400,3525,DRIVE,-6.523,-8.741,1.176,-2.830,-0.960,8.613,0.350,0.001,2.000,2.000,0.367
56.480,3530,DRIVE,-6.513,-8.715,1.176,-2.830,-0.960,8.585,0.350,0.001,2.000,2.000,0.360
56.560,3535,DRIVE,-6.502,-8.689,1.176,-2.830,-0.960,8.557,0.350,0.001,2.000,2.000,0.343
56.640,3540,DRIVE,-6.491,-8.664,1.176,-2.830,-0.960,8.529,0.350,0.001,2.000,2.000,0.332
56.720,3545,DRIVE,-6.480,-8.638,1.176,-2.830,-0.960,8.501,0.350,0.001,2.000,2.000,0.319
56.800,3550,DRIVE,-6.470,-8.612,1.176,-2.830,-0.960,8.473,0.350,0.001,2.000,2.000,0.308
56.880,3555,DRIVE,-6.459,-8.586,1.176,-2.830,-0.960,8.446,0.350,0.001,2.000,2.000,0.298
56.960,3560,DRIVE,-6.448,-8.560,1.176,-2.830,-0.960,8.418,0.350,0.001,2.000,2.000,0.282
57.040,3565,DRIVE,-6.437,-8.535,1.176,-2.830,-0.960,8.390,0.350,0.000,2.000,2.000,0.271
57.120,3570,DRIVE,-6.427,-8.509,1.176,-2.830,-0.960,8.362,0.350,0.000,2.000,2.000,0.259
57.200,3575,DRIVE,-6.416,-8.483,1.176,-2.830,-0.960,8.334,0.350,0.000,2.000,2.000,0.250
57.280,3580,DRIVE,-6.405,-8.457,1.176,-2.830,-0.960,8.306,0.350,0.000,2.000,2.000,0.237
57.360,3585,DRIVE,-6.394,-8.431,1.176,-2.830,-0.960,8.278,0.350,0.000,2.000,2.000,0.245
57.440,3590,DRIVE,-6.384,-8.406,1.176,-2.830,-0.960,8.250,0.350,0.000,2.000,2.000,0.231
57.520,3595,DRIVE,-6.373,-8.380,1.176,-2.830,-0.960,8.222,0.350,0.000,2.000,2.000,0.225
57.600,3600,DRIVE,-6.362,-8.354,1.176,-2.830,-0.960,8.194,0.350,-0.000,2.000,2.000,0.233
57.680,3605,DRIVE,-6.351,-8.328,1.176,-2.830,-0.960,8.166,0.350,-0.000,2.000,2.000,0.231
57.760,3610,DRIVE,-6.341,-8.302,1.176,-2.830,-0.960,8.138,0.350,-0.000,2.000,2.000,0.248
57.840,3615,DRIVE,-6.330,-8.277,1.176,-2.830,-0.960,8.111,0.350,-0.000,2.000,2.000,0.260
57.920,3620,DRIVE,-6.319,-8.251,1.176,-2.830,-0.960,8.083,0.350,-0.000,2.000,2.000,0.273
58.000,3625,DRIVE,-6.308,-8.225,1.176,-2.830,-0.960,8.055,0.350,-0.000,2.000,2.000,0.293
58.080,3630,DRIVE,-6.298,-8.199,1.176,-2.830,-0.960,8.027,0.350,-0.000,2.000,2.000,0.311
58.160,3635,DRIVE,-6.287,-8.173,1.176,-2.830,-0.960,7.999,0.350,-0.000,2.000,2.000,0.336
58.240,3640,DRIVE,-6.276,-8.148,1.176,-2.830,-0.960,7.971,0.350,-0.000,2.000,2.000,0.355
58.320,3645,DRIVE,-6.265,-8.122,1.176,-2.830,-0.960,7.943,0.350,-0.000,2.000,2.000,0.386
58.400,3650,DRIVE,-6.255,-8.096,1.176,-2.830,-0.960,7.915,0.350,-0.000,2.000,2.000,0.411
58.480,3655,DRIVE,-6.244,-8.070,1.176,-2.830,-0.960,7.887,0.350,-0.000,2.000,2.000,0.436
58.560,3660,DRIVE,-6.233,-8.044,1.176,-2.830,-0.960,7.859,0.350,-0.000,2.000,2.000,0.462
58.640,3665,DRIVE,-6.222,-8.019,1.176,-2.830,-0.960,7.831,0.350,-0.000,2.000,2.000,0.489
58.720,3670,DRIVE,-6.212,-7.993,1.176,-2.830,-0.960,7.803,0.350,-0.000,2.000,2.000,0.517
58.800,3675,DRIVE,-6.201,-7.967,1.176,-2.830,-0.960,7.776,0.350,-0.000,2.000,2.000,0.544
58.880,3680,DRIVE,-6.190,-7.941,1.176,-2.830,-0.960,7.748,0.350,-0.000,2.000,2.000,0.572
58.960,3685,DRIVE,-6.179,-7.915,1.176,-2.830,-0.960,7.720,0.350,-0.000,2.000,2.000,0.572
59.040,3690,DRIVE,-6.169,-7.890,1.176,-2.830,-0.960,7.692,0.350,-0.000,2.000,2.000,0.601
59.120,3695,DRIVE,-6.158,-7.864,1.176,-2.830,-0.960,7.664,0.350,-0.000,2.000,2.000,0.632
59.200,3700,DRIVE,-6.147,-7.838,1.176,-2.830,-0.960,7.636,0.350,-0.000,2.000,2.000,0.660
59.280,3705,DRIVE,-6.136,-7.812,1.176,-2.830,-0.960,7.608,0.350,-0.000,2.000,2.000,0.681
59.360,3710,DRIVE,-6.126,-7.786,1.176,-2.830,-0.960,7.580,0.350,-0.000,2.000,2.000,0.715
59.440,3715,DRIVE,-6.115,-7.760,1.176,-2.830,-0.960,7.552,0.350,-0.000,2.000,2.000,0.747
59.520,3720,DRIVE,-6.104,-7.735,1.176,-2.830,-0.960,7.524,0.350,-0.000,2.000,2.000,0.448
59.600,3725,DRIVE,-6.093,-7.709,1.176,-2.830,-0.960,7.496,0.350,-0.000,2.000,2.000,0.803
59.680,3730,DRIVE,-6.083,-7.683,1.176,-2.830,-0.960,7.469,0.350,-0.000,2.000,2.000,0.831
59.760,3735,DRIVE,-6.072,-7.657,1.176,-2.830,-0.960,7.441,0.350,-0.000,2.000,2.000,0.856
59.840,3740,DRIVE,-6.061,-7.631,1.176,-2.830,-0.960,7.413,0.350,0.000,2.000,2.000,0.890
59.920,3745,DRIVE,-6.050,-7.606,1.176,-2.830,-0.960,7.385,0.350,0.000,2.000,2.000,0.920
60.000,3750,DRIVE,-6.040,-7.580,1.176,-2.830,-0.960,7.357,0.350,0.000,2.000,2.000,0.948
60.080,3755,DRIVE,-6.029,-7.554,1.176,-2.830,-0.960,7.329,0.350,0.000,2.000,2.000,0.975
60.160,3760,DRIVE,-6.018,-7.528,1.176,-2.830,-0.960,7.301,0.350,0.000,2.000,2.000,1.007
60.240,3765,DRIVE,-6.007,-7.502,1.176,-2.830,-0.960,7.273,0.350,0.000,2.000,2.000,1.038
60.320,3770,DRIVE,-5.997,-7.477,1.176,-2.830,-0.960,7.245,0.350,0.000,2.000,2.000,1.066
60.400,3775,DRIVE,-5.986,-7.451,1.176,-2.830,-0.960,7.217,0.350,0.000,2.000,2.000,1.092
60.480,3780,DRIVE,-5.975,-7.425,1.176,-2.830,-0.960,7.189,0.350,0.000,2.000,2.000,1.119
60.560,3785,DRIVE,-5.964,-7.399,1.176,-2.830,-0.960,7.162,0.350,0.000,2.000,2.000,1.158
60.640,3790,DRIVE,-5.954,-7.373,1.176,-2.830,-0.960,7.134,0.350,0.000,2.000,2.000,1.190
60.720,3795,DRIVE,-5.943,-7.348,1.176,-2.830,-0.960,7.106,0.350,0.000,2.000,2.000,1.220
60.800,3800,DRIVE,-5.932,-7.322,1.176,-2.830,-0.960,7.078,0.350,0.000,2.000,2.000,1.241
60.880,3805,DRIVE,-5.921,-7.296,1.176,-2.830,-0.960,7.050,0.350,0.000,2.000,2.000,1.258
60.960,3810,DRIVE,-5.911,-7.270,1.176,-2.830,-0.960,7.022,0.350,0.000,2.000,2.000,1.272
61.040,3815,DRIVE,-5.900,-7.244,1.176,-2.830,-0.960,6.994,0.350,0.000,2.000,2.000,1.301
61.120,3820,DRIVE,-5.889,-7.219,1.176,-2.830,-0.960,6.966,0.350,0.000,2.000,2.000,1.330
61.200,3825,DRIVE,-5.878,-7.193,1.176,-2.830,-0.960,6.938,0.350,0.000,2.000,2.000,1.365
61.280,3830,DRIVE,-5.868,-7.167,1.176,-2.830,-0.960,6.910,0.350,0.000,2.000,2.000,1.388
61.360,3835,DRIVE,-5.857,-7.141,1.176,-2.830,-0.960,6.883,0.350,0.000,2.000,2.000,1.425
61.440,3840,DRIVE,-5.846,-7.115,1.176,-2.830,-0.960,6.855,0.350,0.000,2.000,2.000,1.455
61.520,3845,DRIVE,-5.835,-7.090,1.176,-2.830,-0.960,6.827,0.350,0.000,2.000,2.000,1.484
61.600,3850,DRIVE,-5.825,-7.064,1.176,-2.830,-0.960,6.799,0.350,0.000,2.000,2.000,1.493
61.680,3855,DRIVE,-5.814,-7.038,1.176,-2.830,-0.960,6.771,0.350,0.000,2.000,2.000,1.507
61.760,3860,DRIVE,-5.803,-7.012,1.176,-2.830,-0.960,6.743,0.350,0.000,2.000,2.000,1.517
61.840,3865,DRIVE,-5.792,-6.986,1.176,-2.830,-0.960,6.715,0.350,0.000,2.000,2.000,1.530
61.920,3870,DRIVE,-5.782,-6.961,1.176,-2.830,-0.960,6.687,0.350,0.000,2.000,2.000,1.540
62.000,3875,DRIVE,-5.771,-6.935,1.176,-2.830,-0.960,6.659,0.350,0.000,2.000,2.000,1.543
62.080,3880,DRIVE,-5.760,-6.909,1.176,-2.830,-0.960,6.631,0.350,0.000,2.000,2.000,1.557
62.160,3885,DRIVE,-5.749,-6.883,1.176,-2.830,-0.960,6.604,0.350,-0.000,2.000,2.000,1.560
62.240,3890,DRIVE,-5.739,-6.857,1.176,-2.830,-0.960,6.576,0.350,-0.000,2.000,2.000,1.566
62.320,3895,DRIVE,-5.728,-6.832,1.176,-2.830,-0.960,6.548,0.350,-0.000,2.000,2.000,1.566
62.400,3900,DRIVE,-5.717,-6.806,1.176,-2.830,-0.960,6.520,0.350,-0.000,2.000,2.000,1.566
62.480,3905,DRIVE,-5.706,-6.780,1.176,-2.830,-0.960,6.492,0.350,-0.000,2.000,2.000,1.575
62.560,3910,DRIVE,-5.695,-6.754,1.176,-2.830,-0.960,6.464,0.350,-0.000,2.000,2.000,1.588
62.640,3915,DRIVE,-5.685,-6.728,1.176,-2.830,-0.960,6.436,0.350,-0.000,2.000,2.000,1.590
62.720,3920,DRIVE,-5.674,-6.703,1.167,-2.830,-0.960,6.408,0.350,-0.183,2.000,2.000,1.596
62.800,3925,DRIVE,-5.663,-6.677,1.156,-2.830,-0.960,6.380,0.350,-0.191,2.000,2.000,1.606
62.880,3930,DRIVE,-5.651,-6.652,1.144,-2.830,-0.960,6.352,0.350,-0.199,2.000,2.000,1.611
62.960,3935,DRIVE,-5.640,-6.626,1.131,-2.830,-0.960,6.324,0.350,-0.201,2.000,2.000,1.619
63.040,3940,DRIVE,-5.627,-6.601,1.119,-2.830,-0.960,6.296,0.350,-0.191,2.000,2.000,1.631
63.120,3945,DRIVE,-5.615,-6.576,1.108,-2.830,-0.960,6.269,0.350,-0.185,2.000,1.980,1.640
63.200,3950,DRIVE,-5.602,-6.551,1.097,-2.830,-0.960,6.241,0.350,-0.184,2.000,1.923,1.619
63.280,3955,DRIVE,-5.590,-6.526,1.088,-2.830,-0.960,6.213,0.350,-0.146,2.000,1.874,1.590
63.360,3960,DRIVE,-5.576,-6.501,1.079,-2.830,-0.960,6.185,0.350,-0.152,2.000,1.825,1.549
63.440,3965,DRIVE,-5.563,-6.477,1.070,-2.830,-0.960,6.157,0.350,-0.160,2.000,1.777,1.521
63.520,3970,DRIVE,-5.550,-6.452,1.060,-2.830,-0.960,6.129,0.350,-0.163,2.000,1.729,1.491
63.600,3975,DRIVE,-5.536,-6.428,1.051,-2.830,-0.960,6.101,0.350,-0.156,2.000,1.682,1.465
63.680,3980,DRIVE,-5.522,-6.404,1.041,-2.830,-0.960,6.073,0.350,-0.152,2.000,1.637,1.436
63.760,3985,DRIVE,-5.507,-6.380,1.033,-2.830,-0.960,6.045,0.350,-0.151,2.000,1.593,1.436
63.840,3990,DRIVE,-5.493,-6.356,1.027,-2.830,-0.960,6.017,0.350,-0.058,2.000,1.557,1.402
63.920,3995,DRIVE,-5.478,-6.332,1.024,-2.830,-0.960,5.989,0.350,-0.061,2.000,1.525,1.379
64.000,4000,DRIVE,-5.464,-6.308,1.020,-2.830,-0.960,5.962,0.350,-0.064,2.000,1.493,1.346
64.080,4005,DRIVE,-5.449,-6.284,1.016,-2.830,-0.960,5.934,0.350,-0.065,2.000,1.461,1.323
